时间段,省份,城市,月份,最大温度,最小温度,降水量
1981年-2010年,湖南省,新化,10,23,14.8,87.5
1981年-2010年,湖南省,新化,11,17.8,9.4,70.6
1981年-2010年,湖南省,新化,12,12,4.2,47
1981年-2010年,湖南省,新晃,1,9,2.6,40.3
1981年-2010年,湖南省,新晃,2,11.1,4.5,46.1
1981年-2010年,湖南省,新晃,3,15.6,7.8,73.2
1981年-2010年,湖南省,新晃,4,22.1,13.1,114.1
1981年-2010年,湖南省,新晃,5,26.4,17.4,170.8
1981年-2010年,湖南省,新晃,6,29.4,21.1,194.4
1981年-2010年,湖南省,新晃,7,32.4,23.2,153.6
1981年-2010年,湖南省,新晃,8,32.5,22.6,114.3
1981年-2010年,湖南省,新晃,9,28.8,19.1,68.5
1981年-2010年,湖南省,新晃,10,22.6,14.3,89.6
1981年-2010年,湖南省,新晃,11,17.6,9.2,58.5
1981年-2010年,湖南省,新晃,12,11.9,4.3,31.6
1981年-2010年,湖南省,新宁,1,9.3,3.2,71.5
1981年-2010年,湖南省,新宁,2,11.3,5.3,88.5
1981年-2010年,湖南省,新宁,3,15.9,8.7,121.9
1981年-2010年,湖南省,新宁,4,22.4,14.4,143.9
1981年-2010年,湖南省,新宁,5,27,18.7,189.6
1981年-2010年,湖南省,新宁,6,29.9,22.4,199.9
1981年-2010年,湖南省,新宁,7,33.1,24.8,137.4
1981年-2010年,湖南省,新宁,8,32.4,23.8,129.2
1981年-2010年,湖南省,新宁,9,28.4,20,82.9
1981年-2010年,湖南省,新宁,10,23.1,15,88.1
1981年-2010年,湖南省,新宁,11,18,9.7,70.8
1981年-2010年,湖南省,新宁,12,12.5,4.6,48.8
1981年-2010年,湖南省,新邵,1,9,2.5,66.5
1981年-2010年,湖南省,新邵,2,10.9,4.5,82
1981年-2010年,湖南省,新邵,3,15.2,7.9,117.3
1981年-2010年,湖南省,新邵,4,21.7,13.5,157.2
1981年-2010年,湖南省,新邵,5,26.5,18,193.7
1981年-2010年,湖南省,新邵,6,29.6,21.7,221.2
1981年-2010年,湖南省,新邵,7,33,23.9,146.1
1981年-2010年,湖南省,新邵,8,32.6,23.6,126.7
1981年-2010年,湖南省,新邵,9,28.8,19.9,62.7
1981年-2010年,湖南省,新邵,10,23.3,14.6,83.8
1981年-2010年,湖南省,新邵,11,17.9,9.1,69.8
1981年-2010年,湖南省,新邵,12,12.2,3.8,43.2
1981年-2010年,湖南省,新田,1,10.6,3.8,70.9
1981年-2010年,湖南省,新田,2,12.6,6,108.8
1981年-2010年,湖南省,新田,3,16.5,9.4,157.1
1981年-2010年,湖南省,新田,4,23.1,15,189.2
1981年-2010年,湖南省,新田,5,27.6,19.3,206.1
1981年-2010年,湖南省,新田,6,30.9,22.8,199.1
1981年-2010年,湖南省,新田,7,34,24.6,149.7
1981年-2010年,湖南省,新田,8,33.3,24.2,144.1
1981年-2010年,湖南省,新田,9,29.7,21.2,58.2
1981年-2010年,湖南省,新田,10,24.9,16,62.4
1981年-2010年,湖南省,新田,11,19.4,10.3,65.9
1981年-2010年,湖南省,新田,12,14,5,42.2
1981年-2010年,湖南省,炎陵,1,10.9,3.4,74
1981年-2010年,湖南省,炎陵,2,13.1,5.5,111
1981年-2010年,湖南省,炎陵,3,17.1,8.9,166.1
1981年-2010年,湖南省,炎陵,4,23.8,14.3,198.6
1981年-2010年,湖南省,炎陵,5,28.2,18.5,200.1
1981年-2010年,湖南省,炎陵,6,31.3,21.9,226.6
1981年-2010年,湖南省,炎陵,7,34.5,23.3,153.9
1981年-2010年,湖南省,炎陵,8,33.2,23,173.6
1981年-2010年,湖南省,炎陵,9,29.6,20,95.5
1981年-2010年,湖南省,炎陵,10,25.1,14.8,73.5
1981年-2010年,湖南省,炎陵,11,19.6,9.1,69.6
1981年-2010年,湖南省,炎陵,12,14.3,4,48
1981年-2010年,湖南省,宜章,1,11.6,4.2,75.2
1981年-2010年,湖南省,宜章,2,13.4,6.5,102.1
1981年-2010年,湖南省,宜章,3,17,10,146.6
1981年-2010年,湖南省,宜章,4,23.4,15.5,189.1
1981年-2010年,湖南省,宜章,5,27.8,19.7,211.4
1981年-2010年,湖南省,宜章,6,31,22.9,215
1981年-2010年,湖南省,宜章,7,33.8,24.4,140.3
1981年-2010年,湖南省,宜章,8,33.2,24,145.5
1981年-2010年,湖南省,宜章,9,30.1,21.2,66.8
1981年-2010年,湖南省,宜章,10,25.7,16.2,58.9
1981年-2010年,湖南省,宜章,11,20.4,10.5,54.3
1981年-2010年,湖南省,宜章,12,15,5.2,38.8
1981年-2010年,湖南省,永顺,1,9.3,2.2,34.1
1981年-2010年,湖南省,永顺,2,11.3,4,45.5
1981年-2010年,湖南省,永顺,3,15.8,7.2,71.6
1981年-2010年,湖南省,永顺,4,22.2,12.6,129.2
1981年-2010年,湖南省,永顺,5,26.7,17.2,185.3
1981年-2010年,湖南省,永顺,6,29.6,20.8,223.7
1981年-2010年,湖南省,永顺,7,32.6,23.2,258.9
1981年-2010年,湖南省,永顺,8,32.8,22.7,128.9
1981年-2010年,湖南省,永顺,9,28.8,19.1,82.2
1981年-2010年,湖南省,永顺,10,22.4,14.2,98.3
1981年-2010年,湖南省,永顺,11,17.5,8.9,60.4
1981年-2010年,湖南省,永顺,12,12,3.9,26.3
1981年-2010年,湖南省,永兴,1,10.2,3.4,76.2
1981年-2010年,湖南省,永兴,2,12.4,5.6,113.8
1981年-2010年,湖南省,永兴,3,16.7,9,158.3
1981年-2010年,湖南省,永兴,4,23.3,14.6,196.5
1981年-2010年,湖南省,永兴,5,27.9,19,193.5
1981年-2010年,湖南省,永兴,6,31.2,22.6,204
1981年-2010年,湖南省,永兴,7,34.5,24.5,134.6
1981年-2010年,湖南省,永兴,8,33.4,24,148.3
1981年-2010年,湖南省,永兴,9,29.4,20.6,81.4
1981年-2010年,湖南省,永兴,10,24.4,15.3,70.2
1981年-2010年,湖南省,永兴,11,18.9,9.6,68.8
1981年-2010年,湖南省,永兴,12,13.4,4.4,47.3
1981年-2010年,湖南省,资兴,1,10.2,3.6,79.7
1981年-2010年,湖南省,资兴,2,13.5,6.3,114.3
1981年-2010年,湖南省,资兴,3,17.7,10,163.2
1981年-2010年,湖南省,资兴,4,23.9,15.6,192.8
1981年-2010年,湖南省,资兴,5,28.2,19.9,188.2
1981年-2010年,湖南省,资兴,6,31.2,23.2,190
1981年-2010年,湖南省,资兴,7,34.3,25.3,120.6
1981年-2010年,湖南省,资兴,8,32.9,24.4,175.6
1981年-2010年,湖南省,资兴,9,29.2,20.9,83.5
1981年-2010年,湖南省,资兴,10,24.4,15.8,68.9
1981年-2010年,湖南省,资兴,11,18.9,9.9,66.6
1981年-2010年,湖南省,资兴,12,13,4.9,51.2
1981年-2010年,湖南省,攸县,1,9.3,3.2,87.3
1981年-2010年,湖南省,攸县,2,11.6,5.4,117.7
1981年-2010年,湖南省,攸县,3,15.8,8.9,174.4
1981年-2010年,湖南省,攸县,4,22.7,14.8,207.5
1981年-2010年,湖南省,攸县,5,27.8,19.4,222.1
1981年-2010年,湖南省,攸县,6,30.9,23.1,209.1
1981年-2010年,湖南省,攸县,7,34.7,26.1,107.9
1981年-2010年,湖南省,攸县,8,33.6,25.1,112.4
1981年-2010年,湖南省,攸县,9,29.5,21.2,69.7
1981年-2010年,湖南省,攸县,10,24.2,15.8,73.8
1981年-2010年,湖南省,攸县,11,18.5,10.1,80.9
1981年-2010年,湖南省,攸县,12,12.6,4.7,55.6
1981年-2010年,湖南省,芷江,1,8.7,2.5,44.7
1981年-2010年,湖南省,芷江,2,10.8,4.5,55.5
1981年-2010年,湖南省,芷江,3,15.3,7.8,83
1981年-2010年,湖南省,芷江,4,21.7,13.3,134.8
1981年-2010年,湖南省,芷江,5,26.3,17.7,187.3
1981年-2010年,湖南省,芷江,6,29.2,21.4,206.2
1981年-2010年,湖南省,芷江,7,32.1,23.5,152.7
1981年-2010年,湖南省,芷江,8,32.3,23,111.2
1981年-2010年,湖南省,芷江,9,28.8,19.4,60
1981年-2010年,湖南省,芷江,10,22.6,14.5,91
1981年-2010年,湖南省,芷江,11,17.5,9.2,61.4
1981年-2010年,湖南省,芷江,12,11.7,4.1,32.9
1981年-2010年,湖南省,沅江,1,8.2,2.5,68
1981年-2010年,湖南省,沅江,2,10.5,4.7,84.3
1981年-2010年,湖南省,沅江,3,14.8,8.3,124.3
1981年-2010年,湖南省,沅江,4,21.3,14.2,177.1
1981年-2010年,湖南省,沅江,5,26.3,19.2,176.7
1981年-2010年,湖南省,沅江,6,29.5,22.9,183.8
1981年-2010年,湖南省,沅江,7,32.8,25.9,156.8
1981年-2010年,湖南省,沅江,8,31.9,25.4,111
1981年-2010年,湖南省,沅江,9,27.7,21.1,70.6
1981年-2010年,湖南省,沅江,10,22.4,15.8,84.1
1981年-2010年,湖南省,沅江,11,16.9,10.2,76.2
1981年-2010年,湖南省,沅江,12,11.1,4.7,42.3
1981年-2010年,湖南省,汨罗,1,8.6,2,70.3
1981年-2010年,湖南省,汨罗,2,11,4.3,86.5
1981年-2010年,湖南省,汨罗,3,15.4,8,133.2
1981年-2010年,湖南省,汨罗,4,22.1,14.1,188.2
1981年-2010年,湖南省,汨罗,5,27.1,18.9,184.2
1981年-2010年,湖南省,汨罗,6,30.1,22.6,215.5
1981年-2010年,湖南省,汨罗,7,33.5,25.7,165.8
1981年-2010年,湖南省,汨罗,8,32.9,25,103.5
1981年-2010年,湖南省,汨罗,9,28.6,20.6,69.2
1981年-2010年,湖南省,汨罗,10,23.2,14.9,76.5
1981年-2010年,湖南省,汨罗,11,17.5,9,76.8
1981年-2010年,湖南省,汨罗,12,11.6,3.7,46
1981年-2010年,湖南省,泸溪,1,8.9,2.7,44.3
1981年-2010年,湖南省,泸溪,2,11.1,4.6,55.6
1981年-2010年,湖南省,泸溪,3,15.5,7.9,85.6
1981年-2010年,湖南省,泸溪,4,21.9,13.3,158.6
1981年-2010年,湖南省,泸溪,5,26.5,17.7,186.1
1981年-2010年,湖南省,泸溪,6,29.6,21.5,212.2
1981年-2010年,湖南省,泸溪,7,32.8,24.1,192.1
1981年-2010年,湖南省,泸溪,8,33,23.8,109.1
1981年-2010年,湖南省,泸溪,9,29.1,20.1,72.5
1981年-2010年,湖南省,泸溪,10,22.7,14.9,97.2
1981年-2010年,湖南省,泸溪,11,17.5,9.7,64.4
1981年-2010年,湖南省,泸溪,12,11.7,4.7,34.6
1981年-2010年,湖南省,浏阳,1,9.6,2.6,77.5
1981年-2010年,湖南省,浏阳,2,11.9,4.7,105.4
1981年-2010年,湖南省,浏阳,3,15.8,8.1,158.9
1981年-2010年,湖南省,浏阳,4,22.4,13.8,201.6
1981年-2010年,湖南省,浏阳,5,27.4,18.3,194.5
1981年-2010年,湖南省,浏阳,6,30.3,22,256.3
1981年-2010年,湖南省,浏阳,7,33.9,24.5,149.4
1981年-2010年,湖南省,浏阳,8,33.5,24.1,118.1
1981年-2010年,湖南省,浏阳,9,29.6,20.5,77.7
1981年-2010年,湖南省,浏阳,10,24.4,14.9,78.3
1981年-2010年,湖南省,浏阳,11,18.6,8.9,83.1
1981年-2010年,湖南省,浏阳,12,12.9,3.7,50.5
1981年-2010年,湖南省,溆浦,1,8.8,2.5,57.6
1981年-2010年,湖南省,溆浦,2,11,4.5,70.9
1981年-2010年,湖南省,溆浦,3,15.4,7.9,105.6
1981年-2010年,湖南省,溆浦,4,21.9,13.4,174.5
1981年-2010年,湖南省,溆浦,5,26.9,17.9,194.1
1981年-2010年,湖南省,溆浦,6,29.8,21.5,243.6
1981年-2010年,湖南省,溆浦,7,33,24,173
1981年-2010年,湖南省,溆浦,8,32.9,23.4,100
1981年-2010年,湖南省,溆浦,9,29.1,19.6,58.2
1981年-2010年,湖南省,溆浦,10,23,14.6,98.7
1981年-2010年,湖南省,溆浦,11,17.7,9.3,69.1
1981年-2010年,湖南省,溆浦,12,11.9,4.3,39.6
1981年-2010年,湖南省,澧县,1,8.3,1.7,47
1981年-2010年,湖南省,澧县,2,10.6,3.8,63.3
1981年-2010年,湖南省,澧县,3,15.1,7.4,90.9
1981年-2010年,湖南省,澧县,4,21.7,13.4,142.4
1981年-2010年,湖南省,澧县,5,26.7,18.5,164.5
1981年-2010年,湖南省,澧县,6,29.7,22.3,200.9
1981年-2010年,湖南省,澧县,7,32.5,25.2,203.1
1981年-2010年,湖南省,澧县,8,31.8,24.5,117.8
1981年-2010年,湖南省,澧县,9,27.8,20,72.6
1981年-2010年,湖南省,澧县,10,22.5,14.7,82.1
1981年-2010年,湖南省,澧县,11,16.9,9,65.7
1981年-2010年,湖南省,澧县,12,11,3.7,31.9
1981年-2010年,湖南省,耒阳,1,9.6,3.7,77.9
1981年-2010年,湖南省,耒阳,2,11.8,5.8,109.8
1981年-2010年,湖南省,耒阳,3,16.1,9.3,158.6
1981年-2010年,湖南省,耒阳,4,22.9,15.1,172.1
1981年-2010年,湖南省,耒阳,5,27.7,19.7,175.2
1981年-2010年,湖南省,耒阳,6,30.9,23.3,184.7
1981年-2010年,湖南省,耒阳,7,34.4,25.7,112.5
1981年-2010年,湖南省,耒阳,8,33.5,24.9,126.2
1981年-2010年,湖南省,耒阳,9,29.3,21.3,75.1
1981年-2010年,湖南省,耒阳,10,24.1,16,71.2
1981年-2010年,湖南省,耒阳,11,18.5,10.4,70.2
1981年-2010年,湖南省,耒阳,12,12.8,5,50.1
1981年-2010年,湖南省,醴陵,1,9.3,3,78
1981年-2010年,湖南省,醴陵,2,11.6,5.1,102.4
1981年-2010年,湖南省,醴陵,3,15.7,8.5,164.8
1981年-2010年,湖南省,醴陵,4,22.5,14.3,192.6
1981年-2010年,湖南省,醴陵,5,27.6,19,204.3
1981年-2010年,湖南省,醴陵,6,30.6,22.6,225.3
1981年-2010年,湖南省,醴陵,7,34.5,25.3,133.9
1981年-2010年,湖南省,醴陵,8,33.5,24.7,129.8
1981年-2010年,湖南省,醴陵,9,29.5,20.9,79.9
1981年-2010年,湖南省,醴陵,10,24.3,15.4,78.6
1981年-2010年,湖南省,醴陵,11,18.5,9.7,76.1
1981年-2010年,湖南省,醴陵,12,12.7,4.4,54.3
1981年-2010年,广东省,广州,1,19,10.8,44.3
1981年-2010年,广东省,广州,2,20.7,13.5,67.9
1981年-2010年,广东省,广州,3,22.8,15.9,94.9
1981年-2010年,广东省,广州,4,26.5,20,183.5
1981年-2010年,广东省,广州,5,30.5,23.3,285.6
1981年-2010年,广东省,广州,6,32,25.1,315
1981年-2010年,广东省,广州,7,33.7,26.3,240
1981年-2010年,广东省,广州,8,33.5,25.9,230.8
1981年-2010年,广东省,广州,9,32.1,24.7,200.9
1981年-2010年,广东省,广州,10,29.7,21.6,70.5
1981年-2010年,广东省,广州,11,25.3,16.5,38.4
1981年-2010年,广东省,广州,12,21,12,29.4
1981年-2010年,广东省,潮州,1,19.9,11.5,29.6
1981年-2010年,广东省,潮州,2,20.3,12.7,74.5
1981年-2010年,广东省,潮州,3,22.4,15,111.8
1981年-2010年,广东省,潮州,4,26.2,19.2,164.2
1981年-2010年,广东省,潮州,5,29.4,22.5,204.7
1981年-2010年,广东省,潮州,6,31.5,25.1,285.4
1981年-2010年,广东省,潮州,7,33.5,26.1,277.4
1981年-2010年,广东省,潮州,8,33.2,25.9,291.4
1981年-2010年,广东省,潮州,9,32.2,24.6,199.4
1981年-2010年,广东省,潮州,10,29.9,21.8,30.1
1981年-2010年,广东省,潮州,11,26.4,17.3,29.7
1981年-2010年,广东省,潮州,12,22,13.2,27.8
1981年-2010年,广东省,电白,1,20.7,13.4,26.5
1981年-2010年,广东省,电白,2,20.8,14.8,49.8
1981年-2010年,广东省,电白,3,23.1,17.7,62.9
1981年-2010年,广东省,电白,4,26.8,21.6,113.6
1981年-2010年,广东省,电白,5,29.8,24.2,236.8
1981年-2010年,广东省,电白,6,31.4,25.8,234.3
1981年-2010年,广东省,电白,7,31.9,26,236.2
1981年-2010年,广东省,电白,8,32.1,25.6,262.7
1981年-2010年,广东省,电白,9,31.3,24.4,207.7
1981年-2010年,广东省,电白,10,29.7,22,84.2
1981年-2010年,广东省,电白,11,26.5,18.1,24.3
1981年-2010年,广东省,电白,12,22.6,14,25.3
1981年-2010年,广东省,东莞,1,19.2,11.7,39.4
1981年-2010年,广东省,东莞,2,19.4,12.9,65.2
1981年-2010年,广东省,东莞,3,22.5,16,94.2
1981年-2010年,广东省,东莞,4,26.2,20,196.7
1981年-2010年,广东省,东莞,5,29.8,23.2,265.8
1981年-2010年,广东省,东莞,6,31.8,25.3,313.9
1981年-2010年,广东省,东莞,7,32.9,25.9,236.9
1981年-2010年,广东省,东莞,8,33,25.9,268.3
1981年-2010年,广东省,东莞,9,31.7,24.6,185.5
1981年-2010年,广东省,东莞,10,29.4,21.8,55.1
1981年-2010年,广东省,东莞,11,25.3,17.3,35.7
1981年-2010年,广东省,东莞,12,21.1,13.1,30
1981年-2010年,广东省,佛冈,1,17.4,8.7,63.9
1981年-2010年,广东省,佛冈,2,18,10.7,97.5
1981年-2010年,广东省,佛冈,3,20.7,13.8,161.1
1981年-2010年,广东省,佛冈,4,25.3,18.6,267.3
1981年-2010年,广东省,佛冈,5,29.1,21.8,358.9
1981年-2010年,广东省,佛冈,6,31.2,24.1,403.7
1981年-2010年,广东省,佛冈,7,33.1,24.9,255.7
1981年-2010年,广东省,佛冈,8,33.3,24.8,209
1981年-2010年,广东省,佛冈,9,31.5,22.9,147.3
1981年-2010年,广东省,佛冈,10,28.7,19.3,55.5
1981年-2010年,广东省,佛冈,11,24.1,14.3,47.7
1981年-2010年,广东省,佛冈,12,19.6,9.5,44.7
1981年-2010年,广东省,高要（肇庆）,1,18.2,11.3,44.8
1981年-2010年,广东省,高要（肇庆）,2,20.4,13.6,63.6
1981年-2010年,广东省,高要（肇庆）,3,22.3,15.9,88.5
1981年-2010年,广东省,高要（肇庆）,4,26.3,20,181.9
1981年-2010年,广东省,高要（肇庆）,5,30,23.2,258.8
1981年-2010年,广东省,高要（肇庆）,6,31.9,25,274.7
1981年-2010年,广东省,高要（肇庆）,7,33.4,25.8,229.1
1981年-2010年,广东省,高要（肇庆）,8,33.3,25.8,209.2
1981年-2010年,广东省,高要（肇庆）,9,31.7,24.6,153.6
1981年-2010年,广东省,高要（肇庆）,10,29.2,21.8,61
1981年-2010年,广东省,高要（肇庆）,11,24.6,16.7,38.9
1981年-2010年,广东省,高要（肇庆）,12,20.2,12.5,28.9
1981年-2010年,广东省,河源,1,18.4,9.6,51.2
1981年-2010年,广东省,河源,2,18.9,11.2,96
1981年-2010年,广东省,河源,3,21.7,14.3,160.3
1981年-2010年,广东省,河源,4,26,19.1,230.8
1981年-2010年,广东省,河源,5,29.7,22.4,290
1981年-2010年,广东省,河源,6,31.6,24.5,351.3
1981年-2010年,广东省,河源,7,33.4,25.2,221.5
1981年-2010年,广东省,河源,8,33.3,25.2,248.4
1981年-2010年,广东省,河源,9,31.8,23.7,160.2
1981年-2010年,广东省,河源,10,29.2,20.2,41.8
1981年-2010年,广东省,河源,11,25,15.6,38.8
1981年-2010年,广东省,河源,12,20.3,10.8,37.5
1981年-2010年,广东省,鹤山,1,17.8,10.9,42.7
1981年-2010年,广东省,鹤山,2,18.6,12.4,67.2
1981年-2010年,广东省,鹤山,3,21.5,15.4,89.8
1981年-2010年,广东省,鹤山,4,25.9,19.8,170.6
1981年-2010年,广东省,鹤山,5,29.7,23,273.4
1981年-2010年,广东省,鹤山,6,31.6,25,314.8
1981年-2010年,广东省,鹤山,7,33,25.7,235.3
1981年-2010年,广东省,鹤山,8,32.9,25.7,259.8
1981年-2010年,广东省,鹤山,9,31.4,24.5,215.5
1981年-2010年,广东省,鹤山,10,28.7,21.5,72
1981年-2010年,广东省,鹤山,11,24.3,16.7,43.1
1981年-2010年,广东省,鹤山,12,19.9,12.3,29.4
1981年-2010年,广东省,惠阳（惠州）,1,19,10.7,34.9
1981年-2010年,广东省,惠阳（惠州）,2,19.6,12.1,62.9
1981年-2010年,广东省,惠阳（惠州）,3,22.2,15,95.5
1981年-2010年,广东省,惠阳（惠州）,4,26.3,19.5,185.1
1981年-2010年,广东省,惠阳（惠州）,5,29.6,22.8,224.3
1981年-2010年,广东省,惠阳（惠州）,6,31.6,24.9,347.7
1981年-2010年,广东省,惠阳（惠州）,7,32.9,25.5,258.7
1981年-2010年,广东省,惠阳（惠州）,8,32.7,25.4,279.3
1981年-2010年,广东省,惠阳（惠州）,9,31.4,24.1,182.5
1981年-2010年,广东省,惠阳（惠州）,10,28.9,20.9,42.6
1981年-2010年,广东省,惠阳（惠州）,11,25,16.3,26.4
1981年-2010年,广东省,惠阳（惠州）,12,20.6,11.9,29.7
1981年-2010年,广东省,揭阳,1,19.3,11.5,32.6
1981年-2010年,广东省,揭阳,2,19.6,12.6,76.4
1981年-2010年,广东省,揭阳,3,21.6,14.9,117.6
1981年-2010年,广东省,揭阳,4,25.6,18.9,170.9
1981年-2010年,广东省,揭阳,5,28.9,22.4,203.7
1981年-2010年,广东省,揭阳,6,31.2,24.9,291.6
1981年-2010年,广东省,揭阳,7,33.3,26,293.2
1981年-2010年,广东省,揭阳,8,33,26,283.2
1981年-2010年,广东省,揭阳,9,31.5,24.7,203.7
1981年-2010年,广东省,揭阳,10,29,21.7,39.1
1981年-2010年,广东省,揭阳,11,25.3,17.3,32.5
1981年-2010年,广东省,揭阳,12,21.2,12.9,29.4
1981年-2010年,广东省,茂名,1,21.2,13.5,30.7
1981年-2010年,广东省,茂名,2,21,14.7,54.1
1981年-2010年,广东省,茂名,3,23.8,17.9,66.5
1981年-2010年,广东省,茂名,4,27.2,21.6,142.6
1981年-2010年,广东省,茂名,5,30.2,24,233.4
1981年-2010年,广东省,茂名,6,31.8,25.7,302.3
1981年-2010年,广东省,茂名,7,32.4,26,275.3
1981年-2010年,广东省,茂名,8,32.6,25.8,291.4
1981年-2010年,广东省,茂名,9,31.9,24.7,204.3
1981年-2010年,广东省,茂名,10,30.2,22.3,73.1
1981年-2010年,广东省,茂名,11,26.9,18.3,30.9
1981年-2010年,广东省,茂名,12,23,14.3,26.5
1981年-2010年,广东省,梅县（梅州）,1,18.4,8.7,45.2
1981年-2010年,广东省,梅县（梅州）,2,19.5,10.9,102.7
1981年-2010年,广东省,梅县（梅州）,3,22.4,14,149.5
1981年-2010年,广东省,梅县（梅州）,4,26.4,18.4,202.8
1981年-2010年,广东省,梅县（梅州）,5,29.9,21.7,183.5
1981年-2010年,广东省,梅县（梅州）,6,32.1,24,225.3
1981年-2010年,广东省,梅县（梅州）,7,34.3,25,160.3
1981年-2010年,广东省,梅县（梅州）,8,33.7,24.8,203.7
1981年-2010年,广东省,梅县（梅州）,9,32,23.2,122
1981年-2010年,广东省,梅县（梅州）,10,29.4,19.6,31.1
1981年-2010年,广东省,梅县（梅州）,11,25,14.3,38.8
1981年-2010年,广东省,梅县（梅州）,12,20.3,9.6,35.9
1981年-2010年,广东省,梅州,1,18.4,8.7,45.2
1981年-2010年,广东省,梅州,2,19.5,10.9,102.7
1981年-2010年,广东省,梅州,3,22.4,14,149.5
1981年-2010年,广东省,梅州,4,26.4,18.4,202.8
1981年-2010年,广东省,梅州,5,29.9,21.7,183.5
1981年-2010年,广东省,梅州,6,32.1,24,225.3
1981年-2010年,广东省,梅州,7,34.3,25,160.3
1981年-2010年,广东省,梅州,8,33.7,24.8,203.7
1981年-2010年,广东省,梅州,9,32,23.2,122
1981年-2010年,广东省,梅州,10,29.4,19.6,31.1
1981年-2010年,广东省,梅州,11,25,14.3,38.8
1981年-2010年,广东省,梅州,12,20.3,9.6,35.9
1981年-2010年,广东省,南海（佛山）,1,17.9,10.8,45.7
1981年-2010年,广东省,南海（佛山）,2,17.5,11.9,65.2
1981年-2010年,广东省,南海（佛山）,3,20.8,15.2,92.4
1981年-2010年,广东省,南海（佛山）,4,25.1,19.5,166.4
1981年-2010年,广东省,南海（佛山）,5,29.2,23,245.1
1981年-2010年,广东省,南海（佛山）,6,31.5,25.3,273.7
1981年-2010年,广东省,南海（佛山）,7,32.9,26.1,228.4
1981年-2010年,广东省,南海（佛山）,8,33.2,26.3,229.9
1981年-2010年,广东省,南海（佛山）,9,31.5,24.6,196.7
1981年-2010年,广东省,南海（佛山）,10,28.6,21.4,68.1
1981年-2010年,广东省,南海（佛山）,11,24,16.3,37.7
1981年-2010年,广东省,南海（佛山）,12,19.8,11.4,28
1981年-2010年,广东省,南雄,1,14,6.4,62
1981年-2010年,广东省,南雄,2,15.5,8.5,105.6
1981年-2010年,广东省,南雄,3,18.6,11.7,174.1
1981年-2010年,广东省,南雄,4,24.4,17,214.9
1981年-2010年,广东省,南雄,5,28.6,20.7,217
1981年-2010年,广东省,南雄,6,31.5,23.7,212.2
1981年-2010年,广东省,南雄,7,34,24.9,140.7
1981年-2010年,广东省,南雄,8,33.6,24.7,140.3
1981年-2010年,广东省,南雄,9,30.7,22.4,104.5
1981年-2010年,广东省,南雄,10,27,18,44.2
1981年-2010年,广东省,南雄,11,21.7,12.4,46.5
1981年-2010年,广东省,南雄,12,16.5,7.2,36.3
1981年-2010年,广东省,清远,1,17.6,10,56.6
1981年-2010年,广东省,清远,2,18.1,11.8,88.5
1981年-2010年,广东省,清远,3,20.6,14.7,142.4
1981年-2010年,广东省,清远,4,25.2,19.4,239.4
1981年-2010年,广东省,清远,5,29.4,22.7,350.6
1981年-2010年,广东省,清远,6,31.5,24.9,391.4
1981年-2010年,广东省,清远,7,33.3,25.7,282
1981年-2010年,广东省,清远,8,33.4,25.7,227
1981年-2010年,广东省,清远,9,31.9,24.2,147.2
1981年-2010年,广东省,清远,10,29,20.8,62.4
1981年-2010年,广东省,清远,11,24.6,15.9,45
1981年-2010年,广东省,清远,12,20.1,11.2,36.7
1981年-2010年,广东省,饶平,1,18.5,10.6,30.6
1981年-2010年,广东省,饶平,2,18.2,11.8,69.9
1981年-2010年,广东省,饶平,3,20,13.9,104.8
1981年-2010年,广东省,饶平,4,23.9,18,164.4
1981年-2010年,广东省,饶平,5,27.3,21.6,194.2
1981年-2010年,广东省,饶平,6,29.7,24.3,256.3
1981年-2010年,广东省,饶平,7,31.7,25.4,219.9
1981年-2010年,广东省,饶平,8,31.7,25.4,252.2
1981年-2010年,广东省,饶平,9,30.4,24,174.3
1981年-2010年,广东省,饶平,10,28.1,20.2,24.6
